gene_name	introns	transcripts	proteins
CG15393	0	1	1
His2Av	6	6	2
Mkp	3	2	1
Cyp6t2Psi	0	2	1
CG32483	3	1	1
snmRNA:838	0	1	0
CG32485	2	2	2
CG32486	9	6	1
CG32487	1	1	1
Ccp84Ab	1	1	1
CG11755	0	1	1
CG15642	1	4	1
CG11753	3	2	2
CG11752	0	1	1
TORC	2	5	2
Ccp84Ac	1	1	1
CG13872	2	2	2
CG43229	1	2	2
Mkrn1	5	12	1
CG43074	2	1	1
CG43077	2	1	1
CG43076	2	1	1
Mgn095148	0	1	0
CG43070	4	2	1
Sdc	14	11	5
Mgn095144	0	1	0
snoRNA:Psi28S-3385a	0	1	0
cdc2	2	1	1
Mgn095147	0	1	0
Mgn095140	0	1	0
Mgn095141	0	1	0
Mgn095142	0	1	0
chr3L_18716985_18717392.0	0	1	0
CG42304	2	2	1
CG42305	1	2	2
CG42306	6	3	2
CG42307	7	6	3
CG32736	2	3	1
Ccp84Ad	1	1	1
CG42302	0	2	2
CG42303	2	2	2
Crz	1	1	1
Cry	1	1	1
snoRNA:Psi28S-2442b	0	1	0
CR33701	0	1	1
snoRNA:Psi28S-2442a	0	1	0
Mgn98029	0	1	0
Crc	5	6	4
Mgn717	0	1	1
Mgn84059	0	1	0
Mgn84058	0	1	0
Mgn98021	0	1	0
Mgn98020	0	1	1
Mgn84057	0	1	0
Mgn84056	0	1	0
Mgn84051	1	1	0
Mgn84050	0	1	0
Mgn84053	0	1	0
Mgn98026	0	1	0
maf-S	3	3	3
EF-G2	8	1	1
wda	4	1	1
Atg12	3	2	2
CG13458	6	1	1
CG11550	5	4	2
140up	3	1	1
CG13457	5	8	8
CG13454	0	2	2
CG13455	2	2	1
CG15436	2	3	1
CG15434	2	1	1
CG15435	1	2	1
CG15432	2	2	1
mus205	12	2	1
CG15431	5	2	1
CG11555	1	4	3
mus209	2	2	2
CG9650	7	4	4
CG15439	1	1	1
CG15128	6	2	2
CG11327	1	2	1
CG33287	9	2	2
CG33286	8	1	1
CG11322	0	3	3
Mgn095052	0	1	0
Mgn3778	0	1	0
CG11321	19	8	7
Mgn3776	0	1	1
Mgn3777	0	1	1
Mgn3774	2	1	0
Mgn3775	0	1	1
Mgn3772	0	1	1
Mgn3773	0	1	0
Mgn3770	0	1	0
CG11329	0	1	1
CG31827	1	1	1
CG31826	5	4	2
Mgn161	0	1	0
Mgn160	0	1	0
CG31823	2	1	1
CG31821	1	1	1
CG31820	1	1	1
niki	8	1	1
HP6	0	1	1
HP5	5	14	3
HP4	2	5	3
CG4806	2	1	1
CG3857	0	1	1
CG4802	2	3	2
Rcd-1r	0	1	1
CG3678	3	1	1
CG3679	2	1	1
CG2519	13	6	2
CG30419	2	2	1
Ast-C	4	2	2
CG7573	4	5	3
CG30415	2	4	1
CG30414	4	2	2
CG30417	0	1	1
CG30416	5	9	7
CG30411	5	4	1
CG30410	0	4	3
CG30413	2	3	1
CG30412	2	4	4
CG33461	3	1	1
CG33460	3	3	2
CG33463	2	1	1
CG33462	3	1	1
CG33465	7	2	2
CG33467	3	1	1
Hrd3	7	2	1
CG33469	0	1	1
CG33468	1	1	1
Trf	1	2	1
CG15247	1	5	1
CR32009	0	1	0
SC35	6	7	2
snoRNA:660	0	1	0
CG6776	2	3	2
CG6959	5	13	2
CG6770	0	1	1
Mgn95022	0	1	1
Mgn95023	0	1	0
Mgn95020	0	1	0
Mgn95021	0	1	0
Mgn95026	0	1	0
Mgn95027	0	1	0
Mgn95024	0	1	0
Mgn95025	0	1	0
Mgn95028	0	1	0
Mgn95029	0	1	0
CR42721	1	1	1
CR42723	0	1	0
CR42722	0	1	0
CG2898	0	1	1
sas-6	3	1	1
elB	3	2	2
RpL34b	4	5	2
RpL34a	5	5	2
CG2893	11	9	5
CG12477	1	1	1
CG12470	1	1	1
CG8892	4	7	1
CG17230	3	5	3
CG33714	1	3	2
chr3L_16657240_16657685.0	0	1	0
CG32442	5	4	4
CG18012	4	3	3
elk	18	4	4
Hcf	29	595	155
CG15023	2	2	2
MED11	1	1	1
mask	22	242	25
CG14212	0	2	1
CG15563	0	1	1
CG13870	4	2	2
CG13871	0	2	2
CG16800	1	1	1
Ccp84Aa	1	1	1
Ccp84Af	1	1	1
CG13875	6	4	1
CG13876	1	1	1
CG13877	2	2	2
ABCB7	6	7	3
Spec2	3	2	1
vih	1	1	1
CG42249	14	4	2
tRNA:I:42A	0	1	0
Tango14	6	6	1
Mgn1631	1	4	1
D	0	1	1
Tango11	4	8	1
Tango10	4	5	1
CG17177	1	2	2
CG17173	0	2	2
Mipp2	6	2	2
CG5073	5	5	2
noncoding_4998	1	1	1
CG31106	8	1	1
Gr10a	1	1	1
amon	11	4	1
CG5048	2	1	1
CG5045	2	2	1
mir-124	0	1	0
CG5043	4	2	2
Est-P	1	1	1
eIF4E-4	5	6	4
RpL14	5	3	1
RpL15	15	16	4
Mdr49	8	2	2
RpL10	6	12	2
RpL11	7	4	3
RpL12	5	6	1
RpL13	3	1	1
amos	0	1	1
RpL18	4	5	2
mir-125	0	1	0
CG40485	3	5	4
CG7916	2	1	1
CG5044	6	11	8
corto	0	12	1
CG7911	5	3	2
CG7910	6	4	2
tRNA:CR32330	0	1	0
CG7918	4	2	2
nAcRalpha-34E	20	58	6
snoRNA:Prp8-a	0	1	0
DmsR-2	5	4	2
DmsR-1	5	3	2
Dip-B	7	7	3
CR42871	0	1	1
Or92a	2	1	1
Mgn00170	2	1	0
NaPi-T	6	1	1
CR42875	3	3	0
CR42874	1	2	0
Mgn00174	4	5	0
Prosalpha6T	0	1	1
ico	3	1	1
CG16771	5	24	1
CG16772	2	2	2
CG6227	5	4	3
Pof	6	7	2
TbCMF46	5	1	1
Mgn4220	0	1	0
CG16778	6	8	2
CG16779	17	18	6
chr3L_6808520_6810090.0	0	1	0
Tfb1	8	5	1
RpL17	6	7	1
Tfb4	4	1	1
Tfb5	1	2	2
ics	7	7	2
cno	29	264	26
chr3R_19197767_19198385.0	0	1	0
Hf	1	1	1
cnk	3	3	1
He	1	1	1
Glu-RIB	16	5	2
cora	25	21	11
CR34335	2	4	0
ird5	6	6	4
corn	8	3	3
coro	9	7	2
Obp93a	3	2	2
lcs	14	32	29
cort	5	1	1
Mgn00014	2	1	0
Mgn00017	2	1	1
CG5458	1	1	1
CG11929	5	7	4
Mgn00013	1	1	0
CG9616	2	2	2
CG11926	2	3	2
CG11927	1	3	2
CG11920	1	1	1
CG5451	5	2	1
His2B:CG33890	0	1	1
CG8441	1	2	1
His2B:CG33892	0	1	1
CG43689	17	42	10
His2B:CG33894	0	1	1
His2B:CG33896	0	1	1
CG14684	0	1	1
His2B:CG33898	0	1	1
CG8449	5	2	1
CG43680	0	2	1
alphagamma-element:CR32865	1	1	0
CG9411	3	2	1
RpL19	3	6	2
Gnf1	4	8	7
Mgn3940	0	2	0
Mgn3943	0	3	0
CG6830	6	1	1
Clic	5	13	3
Mgn3946	1	3	1
Ndae1	25	389	78
Tcp-1zeta	1	1	1
CG6769	2	2	1
CG5569	2	1	1
CG6836	6	2	2
CG11696	3	1	1
CG11697	2	5	5
ppa	0	3	2
twi	3	4	1
CG11693	2	5	2
ppk	6	1	1
BtbVII	12	11	6
rdgBbeta	6	1	1
TpnC41C	7	12	3
CG11698	0	1	1
ppl	2	2	1
CG13203	2	3	2
CG13202	1	1	1
CG7914	0	2	1
mir-87	0	1	0
CG13204	3	2	2
CG43815	0	2	1
CG7912	7	1	1
His2A:CG33838	0	1	1
HIP-R	5	19	2
chr3R_22519843_22520719.0	0	1	0
His2A:CG33832	0	1	1
His2A:CG33835	0	1	1
snoRNA:Psi28S-3571	0	1	0
gig	16	3	3
T-cp1	4	2	1
825-Oak	1	1	1
Dredd	6	12	7
CR43848	0	1	0
pkaap	3	1	1
p115	0	2	1
CG6908	3	2	2
CG6891	5	4	4
CR43832	1	1	1
CG7430	3	2	1
CR43830	1	1	0
CR43831	2	3	0
Ucrh	4	7	1
CG31619	25	26	6
CR43834	3	2	0
CR43835	4	2	0
Best3	3	2	2
Best2	13	5	4
Best1	9	10	6
CR43839	0	1	0
CG31342	8	3	3
CG31343	4	1	1
CG31612	6	3	2
Best4	6	3	3
CG3119	4	2	2
CG7433	4	2	1
CG4329	5	3	3
CG3448	0	2	2
mtrm	0	2	2
CG4324	9	2	1
CG11880	10	24	4
CG3117	1	1	1
Top2	4	1	1
Top1	18	30	9
Doc2	6	2	1
CG2116	1	4	2
Mlc-c	4	3	2
tRNA:S7:64D	0	1	0
trio	25	25	8
Doc1	5	3	2
chr3L_11342529_11343003.0	0	1	0
CG9129	0	1	1
RpL27	4	7	2
inx3	5	2	1
CG11889	2	1	1
tRNA:CR31143	1	2	0
CG43725	0	1	1
Mgn00171	1	1	0
GckIII	0	1	1
na	17	4	4
tRNA:CR31416	0	1	0
CG12914	7	2	2
tim	20	16	9
tin	2	1	1
tio	3	3	1
CG12910	5	6	2
CG12911	8	6	6
CG12912	0	3	1
CG12913	4	1	1
chr2L_8947281_8948053.0	1	1	0
CG15337	1	1	1
Mgn3568	0	1	1
Mgn00505	1	2	0
CG15333	0	2	2
CG15332	1	1	1
sqz	2	1	1
Gr8a	3	1	1
CG9123	2	1	1
CG32536	2	2	2
CG16775	0	2	2
CG12644	3	3	2
CR43087	2	1	0
CG12310	0	1	1
Su(Ste):CR42426	0	1	0
CG12316	5	6	2
squ	3	5	2
CR43086	2	1	1
Ip259	1	1	1
sqh	5	7	2
l(1)sc	0	1	1
CG14427	0	1	1
sqa	12	14	2
MRG15	3	1	1
CG14422	1	1	1
CR40963	0	1	0
CG14420	1	1	1
sqd	11	374	11
Mgn948	0	1	0
CR40962	0	1	0
Mgn095210	0	1	1
chrX_6861261_6861499.0	0	1	0
CG7368	3	1	1
CG7369	4	1	1
CG10555	2	6	2
Top3beta	4	1	1
Ugt37c1	0	2	2
CG2790	1	1	1
CG42633	3	1	1
CG34349	20	20	7
yki	8	13	7
CG2794	0	5	4
CG7367	6	3	2
CG9018	3	2	2
CG5213	0	1	1
CG5210	2	1	1
CR15821	2	1	1
CG5217	1	1	1
CG5214	6	2	1
CG32603	1	1	1
CG9010	0	1	1
mmd	34	44	9
CG9014	2	2	1
CG6094	1	3	1
CG9016	5	5	1
Yippee	3	2	2
sra	2	3	1
roq	4	6	1
Tsp	17	6	3
row	5	4	3
Dad	10	8	2
CG7146	8	3	1
CG7140	0	2	2
CG15594	1	4	3
Dab	14	26	11
Hk	23	152	24
CG15599	5	4	4
CG7148	4	4	1
CG7149	9	10	5
Dat	6	6	2
skpD	1	4	1
Mgn94038	0	1	0
Mgn94039	2	2	0
Mgn94032	0	1	0
Mgn94033	0	1	1
Mgn94030	3	4	1
Mgn94031	0	1	0
Mgn94036	0	1	0
Mgn94037	0	1	0
Mgn94034	0	3	0
Mgn94035	0	4	0
klhl10	6	2	1
chr3R_25181800_25182504.0	0	1	0
cnn	21	44	22
CG13999	2	2	2
CG13998	0	1	1
Hmgcr	6	5	2
Moca-cyp	8	4	3
CG13993	2	1	1
CG13992	3	4	1
CG13991	0	2	1
CG13996	1	1	1
CG13995	4	2	1
CG13994	1	1	1
CR44095	1	1	0
enok	4	2	2
CG31559	1	1	1
Smvt	3	1	1
spz	16	67	23
CG11178	4	3	2
mt:ATPase8	0	1	1
Lsp1gamma	3	4	3
Or65c	4	1	1
cni	5	3	2
CG13193	2	1	1
CG13192	2	3	1
mt:srRNA	0	1	0
CG13197	7	2	2
CG8272	2	2	2
CG8270	6	2	2
CG6697	3	3	2
Rep	2	1	1
CG13198	2	1	1
CG43102	24	14	6
Ret	11	5	3
CG6696	3	2	2
CG15922	2	2	1
CG15923	6	1	1
Trxr-1	6	6	4
CG15925	1	2	1
Rel	1	5	2
Trxr-2	0	1	1
Mgn576	0	1	0
CG31551	0	2	1
CG2938	4	3	1
CG31550	9	6	6
Bruce	36	26	10
Pi3K68D	19	24	3
CR43357	2	2	0
CR43356	1	2	2
CR43607	2	3	1
CR43606	1	2	0
CG9270	6	1	1
CG6230	6	3	1
CG9272	3	1	1
CG6232	15	10	4
Rcd2	3	2	2
CR43609	1	1	1
CR43608	0	1	0
CR43359	0	1	1
CR43358	1	1	0
CG8051	5	5	1
E(bx)	30	1626	63
Rab21	2	4	3
chr3L_14127816_14128273.0	0	1	0
wuho	0	1	1
CG30194	8	6	3
CG30195	1	1	1
CG30196	1	1	1
CG30197	3	2	1
CR18854	8	6	2
CG30192	2	1	1
CG17698	14	20	11
Mgn00015	2	1	1
CG17691	10	7	5
rut	22	146	9
jdp	6	8	3
lectin-33A	1	5	3
antdh	1	1	1
Meics	3	3	3
Prosbeta5R	1	1	1
chr3R_7311851_7313424.0	0	1	0
Rpt4	6	6	2
Rpt3	2	2	1
Rpt1	0	2	1
Tim8	1	1	1
CG17352	6	7	7
Cpr23B	1	1	1
CG17343	3	3	2
CG10420	1	1	1
iotaTry	0	1	1
CG10426	5	2	1
CG17344	1	1	1
chr2R_16724844_16726724.0	0	1	1
CG17896	2	2	2
CG10428	3	1	1
CG17349	3	1	1
Csat	2	2	2
CrebA	7	7	3
prel	5	7	1
pll	2	2	1
CG9902	5	2	2
CG17726	1	1	1
Tak1	12	23	4
CG18131	8	19	10
CG4066	0	1	1
mst	2	1	1
msn	26	47	20
Mgn4305	4	19	1
msk	9	4	1
Graf	27	110	8
msi	8	4	3
Ude	2	4	2
Oga	6	1	1
PI31	6	9	1
msa	3	1	0
CG9240	2	3	2
Timp	5	3	1
wech	8	45	2
Indy	10	3	2
nAcRbeta-21C	4	3	3
yellow-f2	3	1	1
HipHop	1	6	2
CG4770	7	1	1
IntS4	1	1	1
Spc105R	7	5	5
noncoding_19743	1	1	0
Mgn095281	0	1	0
CG5846	2	4	1
CG16790	7	7	4
CG5844	3	2	1
CG8446	5	7	4
CG5840	5	4	3
CecA1	1	1	1
Mgn4523	0	4	0
snoRNA:Psi28S-2562	0	1	0
CecA2	1	1	1
snoRNA:Psi28S-2566	0	1	0
CG43273	2	2	1
CG43272	2	3	2
CG43271	3	4	1
CG43277	1	2	1
ranshi	3	1	1
CG31115	1	1	1
CG32495	28	131	28
CG43278	2	1	1
Mgn095280	0	1	0
eag	23	10	10
Mio	30	57	5
Trap1	5	7	6
CG32138	11	178	30
eIF2B-beta	4	1	1
noncoding_4220	1	1	0
tRNA:D:96A	0	1	0
Mip	2	2	1
Pkc98E	16	252	8
CCHa1	3	2	2
CCHa2	4	9	1
CG11771	2	3	2
snoRNA:Me28S-A576	0	1	0
Mgn00204	3	2	0
Mgn00205	1	1	0
CG11777	2	2	2
CG11779	8	17	3
Mgn00209	2	2	0
mei-41	5	2	2
CG43347	11	3	3
CG43099	0	1	0
CG43098	0	1	1
h-cup	2	4	1
CG43095	1	1	1
CG43094	1	2	1
CG43093	1	1	1
CG43092	2	3	1
CG43091	1	1	1
CG43090	1	1	1
chr3L_22889238_22889835.0	0	1	0
ric8b	0	1	1
levy	1	2	2
CG42329	7	2	2
CG42326	11	2	2
CG42327	5	6	3
CG42324	9	11	11
CG42322	23	689	8
RpS11	8	4	4
CG42321	32	366	30
Mgn3949	0	3	1
CG2658	6	2	2
PH4alphaPV	7	1	1
5-HT1B	10	4	3
Mgn98049	1	1	0
Mgn98048	0	1	0
CG42620	0	1	1
Mgn98046	0	1	0
ro	2	3	1
Mgn98044	1	1	0
slbo	0	2	1
CG2656	3	4	3
Mgn98041	0	1	0
Mgn98040	0	1	0
CG43897	29	129	43
CG43896	10	2	2
CG43895	1	2	1
CG43894	4	7	5
CG43890	1	2	1
CG18437	37	197	57
CG13065	1	1	1
Pgm	3	1	1
Eip71CD	8	14	11
Pgk	2	2	1
Pgi	8	7	2
CG13438	1	1	1
snoRNA:Psi28S-1135a	0	1	0
snoRNA:Psi28S-1135b	0	1	0
snoRNA:Psi28S-1135c	0	1	0
snoRNA:Psi28S-1135d	0	1	0
snoRNA:Psi28S-1135e	0	1	0
snoRNA:Psi28S-1135f	0	1	0
CG13430	2	2	1
CG13436	2	2	2
CG13437	2	1	1
CG18754	4	11	3
HLHmgamma	1	2	1
CG15100	5	1	1
CG15107	3	3	3
iab-8	14	12	0
noncoding_12531	1	1	1
CG15458	1	1	1
nimA	5	2	2
iab-4	2	3	1
CG15109	3	4	3
CG11694	0	3	1
Mgn3718	0	2	0
Obp57d	4	3	2
CG11342	0	1	1
CG11695	3	3	3
Obp57a	1	1	1
noncoding_3620	2	2	0
Obp57c	1	1	1
Obp57b	1	1	1
CG33267	1	1	1
Mgn3711	0	4	1
CG33263	1	2	2
Mgn3715	0	3	0
CG33260	4	3	3
CG31800	3	3	2
CG31803	1	1	1
CG31802	0	1	1
CG31805	7	7	6
CG31804	1	2	2
CG31807	1	6	2
CG31806	0	1	1
CG31809	5	6	2
CG31808	1	9	1
P5CDh2	7	6	3
P5CDh1	10	10	1
Sfp24C1	1	2	1
CG3651	6	6	5
CG3652	4	1	1
CG3655	7	5	2
CG3308	3	1	1
CG3309	2	2	2
CG3306	0	1	1
CG3876	2	2	1
CG3303	8	6	5
CG3301	6	7	1
noncoding_869	0	1	0
CG31957	1	1	1
Nrx-1	16	6	5
Whamy	6	4	3
CG7557	2	2	2
CG7556	2	2	1
CG7551	0	1	1
CG7550	0	1	1
sgg	39	369	31
sec8	9	2	2
CG11699	3	3	2
dpr	8	4	2
CG14857	4	1	1
pps	11	7	6
term	0	1	1
CG14854	3	1	1
CG14853	7	2	1
CG14852	0	1	1
CG14851	0	1	1
CG14850	0	1	1
CG9483	4	9	1
CG31950	0	2	1
CG9486	0	1	1
CG9485	15	17	6
CG10166	2	1	1
CG10165	7	5	1
yellow-g2	1	1	1
mir-2a-1	0	1	0
mir-2a-2	0	1	0
His2B:CG17949	0	2	1
noncoding_24409	1	1	0
IP17165	0	1	1
CG10168	1	2	1
RpL7A	7	12	6
alphaCop	2	2	1
snoRNA:MeU2-A31	0	1	0
CR42743	2	2	0
CR42742	1	1	1
CR42746	1	1	0
CR42745	2	2	1
grau	4	1	1
chr3R_23825202_23826732.0	0	1	0
CG5703	4	4	2
chr2L_19269033_19271849.0	1	1	0
CG12107	2	1	1
CG12106	1	1	1
CG12105	0	6	5
CG12104	2	7	3
CR43298	2	2	0
CR43299	4	2	0
CG4286	1	1	1
CG7896	7	3	2
iPLA2-VIA	9	5	3
CG4287	2	2	1
Cyp4c3	7	1	1
CG1291	1	2	2
Cp18	1	1	1
smp-30	4	3	3
Lmpt	30	96	14
Elo68beta	3	1	1
Jon99Cii	0	1	1
eIF-3p40	2	3	1
CG13850	8	3	1
UGP	10	8	4
CG13856	2	2	1
CG13857	1	1	1
Mgn4167	0	2	0
CG2129	0	4	1
Mgn095183	0	1	0
Mgn4164	0	3	0
CG4281	5	8	5
5SrRNA:CR33398	0	1	0
5SrRNA:CR33399	0	1	0
mei-217	8	4	2
dpn	2	1	1
5SrRNA:CR33390	0	1	0
5SrRNA:CR33391	0	1	0
5SrRNA:CR33392	0	1	0
5SrRNA:CR33393	0	1	0
5SrRNA:CR33394	0	1	0
5SrRNA:CR33395	0	1	0
5SrRNA:CR33396	0	1	0
5SrRNA:CR33397	0	1	0
CG1227	3	2	1
CG5028	8	7	4
chr3R_868348_868743.0	0	1	0
CG13653	1	1	1
Fkbp13	6	8	3
Eaat2	11	8	3
mir-100	0	1	0
CG5023	2	1	1
CG5022	7	2	1
CG5024	0	1	1
CG5027	3	1	1
CG5026	6	2	1
tRNA:CR32493	0	1	0
shn	11	6	3
CG15814	7	5	2
snoRNA:Psi18S-1347b	0	1	0
CG32388	2	2	1
CG7971	20	36	20
CG7970	4	3	1
tRNA:CR32359	0	1	0
tRNA:CR32358	0	1	0
CG7974	2	1	1
CG7979	3	7	2
futsch	17	180	51
tRNA:CR32357	0	1	0
Caf1-180	3	10	3
Sam-S	16	245	11
clumsy	13	3	3
CR40677	0	1	0
UK114	2	2	1
Mgn00196	1	1	0
Mgn00197	3	2	2
CG15766	0	1	1
CG18281	0	3	1
CG42704	2	1	1
IA-2	13	19	3
Kap-alpha3	7	5	1
ial	2	1	1
Kap-alpha1	6	5	2
lmd	2	2	2
CG16758	9	17	6
CG16756	3	3	2
AP-47	3	6	2
CG15765	9	12	6
Mgn4209	0	1	0
CG16753	0	2	1
CG15308	1	1	1
MIP22396	0	1	0
IM3	1	1	1
IM2	1	1	1
IM4	1	1	1
NPFR1	7	18	4
Pig1	0	1	1
CG34402	6	3	3
iav	8	1	1
Cyp18a1	4	2	1
CG11906	5	3	2
Gr57a	1	1	1
Peritrophin-A	4	3	2
CG11905	11	18	6
CG11902	5	3	2
chr3L_10156147_10156959.0	0	1	1
CG31161	2	1	1
CR34311	1	1	1
CHKov2	4	1	1
CHKov1	8	5	5
CG7488	1	1	1
Keap1	9	6	3
CR40719	0	1	1
CR40712	5	5	0
CG9372	5	7	2
CLS	5	3	2
CG30037	1	1	1
CG30036	1	3	3
CG31103	8	1	1
CG30033	1	1	1
CG30031	0	1	1
CG8420	7	5	1
roX1	1	42	0
CG30039	1	1	1
Mgn4226	0	1	0
noncoding_10374	1	1	0
Gr64a	6	1	1
Ate1	11	7	7
Mgn3922	0	4	0
CG34409	6	3	2
prd	2	2	2
ana	6	4	4
Lcp65Ab2	0	1	1
CG6852	3	5	5
prt	5	1	1
CG13229	9	6	1
CG13228	0	1	1
snoRNA:Psi28S-3327a	0	1	0
CG13227	0	1	1
CG13226	0	1	1
Gpa2	1	2	2
Khc-73	25	123	21
CG13223	7	3	2
His2A:CG33817	0	1	1
tRNA:CR32546	0	1	0
His2A:CG33814	0	1	1
Mgn4205	0	1	0
CG2990	3	2	2
HSPC300	1	1	1
gkt	5	2	2
CG6470	1	1	1
Mfap1	2	1	1
AttC	2	3	3
Mer	4	2	2
AttB	1	1	1
CG31636	2	2	1
Mgn095268	0	1	0
CG31635	16	57	8
CG31633	3	2	2
Mgn095261	0	1	0
Mgn095260	0	1	0
Mgn095263	0	1	1
Drs-l	0	1	1
Mgn095265	0	1	0
Mgn095264	0	1	1
CG31638	9	32	8
CG31639	3	2	1
CG4306	2	3	2
CG4302	4	2	2
Ubi-p63E	29	412	66
CG4300	7	5	4
CG31320	0	2	1
CG31321	7	1	1
CG31323	5	3	1
CG31324	3	3	2
CG6479	6	5	4
CG31326	3	1	1
CG31327	0	1	1
tRNA:M2:48Ba	0	1	0
tRNA:M2:48Bb	0	1	0
alph	16	30	7
snoRNA:Psi28S-1837a	0	1	0
Muc4B	1	1	1
snoRNA:Psi28S-1837c	0	1	0
snoRNA:Psi28S-1175b	0	1	0
l(2)37Cb	4	3	3
l(2)37Cc	3	3	2
l(2)37Cd	3	1	1
l(2)37Ce	1	1	1
l(2)37Cg	2	3	3
CG9400	3	2	2
Mgn93000	1	1	1
CR30121	1	1	0
Jon99Ciii	0	2	1
CG6026	2	2	1
CR43837	3	16	1
trol	77	561	57
Cypl	1	1	1
tko	2	2	2
tkv	5	4	4
CG3790	3	1	1
CG3793	5	5	2
CG3792	1	3	1
CG14628	1	2	2
CG14629	0	2	1
CG3797	5	4	3
CG31347	0	1	1
CG14624	0	1	1
CG14625	2	2	2
CG14626	2	1	1
CG42857	1	1	1
CG31344	2	3	2
CG14190	1	1	1
CG14191	1	1	1
CG33483	5	2	2
CG32588	2	1	1
Atf-2	4	3	3
CR44022	0	2	0
CG10754	1	2	1
Send2	0	1	1
Send1	0	1	1
Gga	7	4	4
CG10750	4	2	2
CG10752	2	2	2
CG10562	3	1	1
dlp	11	4	3
Sas10	0	2	1
CG1129	5	5	2
Mgn3544	0	2	0
fat-spondin	5	3	2
CG12935	1	2	1
Mgn3540	0	2	0
CG18507	12	24	8
CG14997	6	4	2
CG14995	19	67	10
ssx	6	8	2
CG14990	1	1	1
H	6	17	2
ssp	2	1	1
dys	11	3	3
dyl	6	4	1
CG32676	3	9	2
CG10283	19	45	17
CG10280	2	3	3
CG14440	0	6	1
CG14441	9	13	3
CG14442	8	62	11
CG14443	0	2	1
RhoGAP93B	13	1	1
CG14446	14	9	3
His-Psi:CR31754	0	1	1
CG7300	2	3	3
Ugt37a1	1	2	2
CG7304	1	1	1
CG2225	18	113	15
RpLP2	1	2	1
RpLP1	1	1	1
CG7309	8	1	1
Lcp65Ad	1	1	1
Cnx99A	14	9	4
CG33671	0	2	1
CG33672	0	1	1
CG33673	2	1	1
Mgn00535	3	2	0
CG33679	1	1	1
CG41527	0	1	1
CG41520	9	5	5
CG16711	1	3	2
Sfp24F	1	1	1
CG3446	3	4	1
CG9518	1	1	1
Or71a	3	2	2
Lcp65Ae	1	1	1
Fmrf	1	1	1
snoRNA:M	0	1	0
Eig71Ee	8	18	17
snky	2	2	2
snoRNA:Me18S-G642	0	1	0
Srp72	5	6	1
CG4004	2	6	5
CG4186	2	1	1
CG31291	10	8	8
PH4alphaEFB	8	2	1
CG43060	2	3	1
Baldspot	8	19	2
l(3)82Fd	65	1812	74
Mgn647	1	5	2
CG12662	0	1	1
Eig71Ec	3	2	2
CG12661	0	1	1
CG31294	3	1	1
chr2L_17588172_17588749.0	0	1	0
CG11486	37	823	10
Cip4	18	41	17
Tm1	39	478	125
Tm2	9	25	4
Or67d	3	1	1
Cka	16	218	7
Or67b	9	2	1
Or67a	4	2	1
comr	0	1	1
comt	7	3	1
Stlk	8	17	8
Uhg2	4	2	0
Uhg3	6	6	0
CG15715	3	12	1
Uhg1	18	5	0
comm	1	2	1
CG15712	1	1	1
Uhg4	7	12	0
Uhg5	13	11	0
Fmr1	16	52	6
Rbp9	13	24	6
Uhg8	4	2	0
CG7730	4	2	1
CG15719	3	2	1
CG34238	3	2	2
CG11155	20	823	63
Atx2	5	14	3
CG33096	5	3	1
CG33090	8	3	3
CG33093	5	4	4
CG11159	3	1	1
CG33099	4	1	1
LIMK1	8	18	5
CG12590	0	2	1
mRpS35	1	2	1
CG12592	2	2	2
HERC2	11	2	1
CG12594	8	6	4
pcs	6	7	2
mago	2	4	1
CG8213	9	5	4
CG8214	2	2	2
CG8216	5	1	1
CG8219	8	1	1
mRpS31	3	2	2
pot	8	5	2
Rcp	7	8	7
poly	3	6	1
Tom40	5	8	1
pon	2	2	1
CG2911	2	2	1
CG15908	3	2	2
CG15909	1	1	1
CG2915	3	4	2
polo	5	6	2
pog	18	81	10
poe	12	2	2
CG30203	5	1	1
CG13001	0	2	1
ZnT63C	13	11	3
His4:CG33879	0	1	1
His4:CG33877	0	1	1
His4:CG33875	0	1	1
His4:CG33873	0	1	1
His4:CG33871	0	1	1
CR43372	3	1	0
CR43377	0	1	0
CG6218	4	6	2
CR43379	0	1	1
CG6216	4	2	2
CG9294	1	1	1
CG9293	6	3	3
Rrp1	4	2	2
CG4362	2	1	1
His4r	6	6	1
Not1	14	42	15
Rrp6	4	6	2
tRNA:CR31895	0	1	0
tRNA:CR31896	0	1	0
upd3	3	2	1
tRNA:CR31890	0	1	0
CG1074	3	4	4
tRNA:CR31892	0	1	0
CG10992	4	6	4
CG10993	1	1	1
scaf6	15	12	9
CG10996	0	1	1
Arr2	2	1	1
Gbp	0	1	1
spirit	6	4	2
mof	0	1	1
l(1)G0148	3	6	2
Dhc93AB	27	1	1
l(1)G0144	4	6	1
CR43833	5	8	0
yemalpha	5	5	2
casp	14	4	2
scaRNA:mgU5-38	0	1	0
CG13002	2	1	1
Mgn4367	0	4	0
Mgn4394	0	1	0
CG3590	0	2	1
RpL10Aa	0	1	1
Eip93F	7	3	3
chr2R_16180071_16180565.0	0	1	0
RpL10Ab	7	6	4
Ntmt	0	2	1
Slob	26	23	9
RhoL	4	2	2
CG13005	1	1	1
l(1)G0289	6	5	1
CG4367	1	2	2
Oaz	6	2	2
CG9920	1	1	1
CG13900	13	8	4
GlyP	4	6	2
Mgn98057	0	2	0
CG9925	5	3	1
